NUMBER,CODE,SERIAL,NAME,FORM,TYPE1,TYPE2,CATEGORY,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,LEGENDARY,MEGA,HEIGHT,WEIGHT,HP,ATK,DEF,SP ATK,SP DEF,SPD,TOTAL
620,1,62001,Mienshao,,Fighting,,,Purple,Inner Focus,Regenerator,Reckless,5,0,0,1.4,35.5,65,125,60,95,60,105,510
621,1,62101,Druddigon,,Dragon,,,Red,Rough Skin,Sheer Force,Mold Breaker,5,0,0,1.6,139,77,120,90,60,90,48,485
622,1,62201,Golett,,Ground,Ghost,,Green,Iron Fist,Klutz,No Guard,5,0,0,1,92,59,74,50,35,50,35,303
623,1,62301,Golurk,,Ground,Ghost,,Green,Iron Fist,Klutz,No Guard,5,0,0,2.8,330,89,124,80,55,80,55,483
624,1,62401,Pawniard,,Dark,Steel,,Red,Defiant,Inner Focus,Pressure,5,0,0,0.5,10.2,45,85,70,40,40,60,340
625,1,62501,Bisharp,,Dark,Steel,,Red,Defiant,Inner Focus,Pressure,5,0,0,1.6,70,65,125,100,60,70,70,490
626,1,62601,Bouffalant,,Normal,,,Brown,Reckless,Sap Sipper,Soundproof,5,0,0,1.6,94.6,95,110,95,40,95,55,490
627,1,62701,Rufflet,,Normal,Flying,,White,Keen Eye,Sheer Force,Hustle,5,0,0,0.5,10.5,70,83,50,37,50,60,350
628,1,62801,Braviary,Unovan,Normal,Flying,,Red,Keen Eye,Sheer Force,Defiant,5,0,0,1.5,41,100,123,75,57,75,80,510
628,2,62802,Braviary,Hisuian,Psychic,Flying,,White,Keen Eye,Sheer Force,Tinted Lens,8,0,0,1.7,43.4,110,83,70,112,70,65,510
629,1,62901,Vullaby,,Dark,Flying,,Brown,Big Pecks,Overcoat,Weak Armor,5,0,0,0.5,9,70,55,75,45,65,60,370
630,1,63001,Mandibuzz,,Dark,Flying,,Brown,Big Pecks,Overcoat,Weak Armor,5,0,0,1.2,39.5,110,65,105,55,95,80,510
631,1,63101,Heatmor,,Fire,,,Red,Gluttony,Flash Fire,White Smoke,5,0,0,1.4,58,85,97,66,105,66,65,484
632,1,63201,Durant,,Bug,Steel,,Grey,Swarm,Hustle,Truant,5,0,0,0.3,33,58,109,112,48,48,109,484
633,1,63301,Deino,,Dark,Dragon,,Blue,Hustle,,,5,0,0,0.8,17.3,52,65,50,45,50,38,300
634,1,63401,Zweilous,,Dark,Dragon,,Blue,Hustle,,,5,0,0,1.4,50,72,85,70,65,70,58,420
635,1,63501,Hydreigon,,Dark,Dragon,,Blue,Levitate,,,5,0,0,1.8,160,92,105,90,125,90,98,600
636,1,63601,Larvesta,,Bug,Fire,,White,Flame Body,,Swarm,5,0,0,1.1,28.8,55,85,55,50,55,60,360
637,1,63701,Volcarona,,Bug,Fire,,White,Flame Body,,Swarm,5,0,0,1.6,46,85,60,65,135,105,100,550
638,1,63801,Cobalion,,Steel,Fighting,,Blue,Justified,,,5,1,0,2.1,250,91,90,129,90,72,108,580
639,1,63901,Terrakion,,Rock,Fighting,,Grey,Justified,,,5,1,0,1.9,260,91,129,90,72,90,108,580
640,1,64001,Virizion,,Grass,Fighting,,Green,Justified,,,5,1,0,2,200,91,90,72,90,129,108,580
641,1,64101,Tornadus,Incarnate Forme,Flying,,,Green,Prankster,,Defiant,5,1,0,1.5,63,79,115,70,125,80,111,580
641,2,64102,Tornadus,Therian Forme,Flying,,,Green,Regenerator,,,5,1,0,1.4,63,79,100,80,110,90,121,580
642,1,64201,Thundurus,Incarnate Forme,Electric,Flying,,Blue,Prankster,,Defiant,5,1,0,1.5,61,79,115,70,125,80,111,580
642,2,64202,Thundurus,Therian Forme,Electric,Flying,,Blue,Volt Absorb,,,5,1,0,3,61,79,105,70,145,80,101,580
643,1,64301,Reshiram,,Dragon,Fire,,White,Turboblaze,,,5,1,0,3.2,330,100,120,100,150,120,90,680
644,1,64401,Zekrom,,Dragon,Electric,,Black,Teravolt,,,5,1,0,2.9,345,100,150,120,120,100,90,680
645,1,64501,Landorus,Incarnate Forme,Ground,Flying,,Brown,Sand Force,,Sheer Force,5,1,0,1.5,68,89,125,90,115,80,101,600
645,2,64502,Landorus,Therian Forme,Ground,Flying,,Brown,Intimidate,,,5,1,0,1.3,68,89,145,90,105,80,91,600
646,1,64601,Kyurem,,Dragon,Ice,,Grey,Pressure,,,5,1,0,3,325,125,130,90,130,90,95,660
646,2,64602,Kyurem,Black,Dragon,Ice,,Black,Turboblaze,,,5,1,0,3.6,325,125,120,90,170,100,95,700
646,3,64603,Kyurem,White,Dragon,Ice,,White,Teravolt,,,5,1,0,3.3,325,125,170,100,120,90,95,700
647,1,64701,Keldeo,Ordinary,Water,Fighting,,Yellow,Justified,,,5,1,0,1.4,48.5,91,72,90,129,90,108,580
647,2,64702,Keldeo,Resolute,Water,Fighting,,Yellow,Justified,,,5,1,0,1.4,48.5,91,72,90,129,90,108,580
648,1,64801,Meloetta,Aria Forme,Normal,Psychic,,White,Serene Grace,,,5,1,0,0.6,6.5,100,77,77,128,128,90,600
648,2,64802,Meloetta,Pirouette Forme,Normal,Fighting,,White,Serene Grace,,,5,1,0,0.6,6.5,100,128,90,77,77,128,600
649,1,64901,Genesect,,Bug,Steel,,Purple,Download,,,5,1,0,1.5,82.5,71,120,95,120,95,99,600
650,1,65001,Chespin,,Grass,,,Green,Overgrow,,Bulletproof,6,0,0,0.4,9,56,61,65,48,45,38,313
651,1,65101,Quilladin,,Grass,,,Green,Overgrow,,Bulletproof,6,0,0,0.7,29,61,78,95,56,58,57,405
652,1,65201,Chesnaught,,Grass,Fighting,,Green,Overgrow,,Bulletproof,6,0,0,1.6,90,88,107,122,74,75,64,530
653,1,65301,Fennekin,,Fire,,,Red,Blaze,,Magician,6,0,0,0.4,9.4,40,45,40,62,60,60,307
654,1,65401,Braixen,,Fire,,,Red,Blaze,,Magician,6,0,0,1,14.5,59,59,58,90,70,73,409
655,1,65501,Delphox,,Fire,Psychic,,Red,Blaze,,Magician,6,0,0,1.5,39,75,69,72,114,100,104,534
656,1,65601,Froakie,,Water,,,Blue,Torrent,,Protean,6,0,0,0.3,7,41,56,40,62,44,71,314
657,1,65701,Frogadier,,Water,,,Blue,Torrent,,Protean,6,0,0,0.6,10.9,54,63,52,83,56,97,405
658,1,65801,Greninja,,Water,Dark,,Blue,Torrent,,Protean,6,0,0,1.5,40,72,95,67,103,71,122,530
658,2,65802,Greninja,Ash-Greninja,Water,Dark,,Blue,Battle Bond,,,7,1,0,1.5,40,72,145,67,153,71,132,640
659,1,65901,Bunnelby,,Normal,,,Brown,Pickup,Cheek Pouch,Huge Power,6,0,0,0.4,5,38,36,38,32,36,57,237
660,1,66001,Diggersby,,Normal,Ground,,Brown,Pickup,Cheek Pouch,Huge Power,6,0,0,1,42.4,85,56,77,50,77,78,423
661,1,66101,Fletchling,,Normal,Flying,,Red,Big Pecks,,Gale Wings,6,0,0,0.3,1.7,45,50,43,40,38,62,278
662,1,66201,Fletchinder,,Fire,Flying,,Red,Flame Body,,Gale Wings,6,0,0,0.7,16,62,73,55,56,52,84,382
663,1,66301,Talonflame,,Fire,Flying,,Red,Flame Body,,Gale Wings,6,0,0,1.2,24.5,78,81,71,74,69,126,499
664,1,66401,Scatterbug,,Bug,,,Black,Shield Dust,Compound Eyes,Friend Guard,6,0,0,0.3,2.5,38,35,40,27,25,35,200
665,1,66501,Spewpa,,Bug,,,Black,Shed Skin,,Friend Guard,6,0,0,0.3,8.4,45,22,60,27,30,29,213
666,1,66601,Vivillon,Meadow Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,2,66602,Vivillon,Polar Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,3,66603,Vivillon,Tundra Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,4,66604,Vivillon,Continental Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,5,66605,Vivillon,Garden Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,6,66606,Vivillon,Elegant Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,7,66607,Vivillon,Icy Snow Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,8,66608,Vivillon,Modern Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,9,66609,Vivillon,Marine Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,10,66610,Vivillon,Archipelago Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,11,66611,Vivillon,High Plains Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,12,66612,Vivillon,Sandstorm Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,13,66613,Vivillon,River Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,14,66614,Vivillon,Monsoon Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,15,66615,Vivillon,Savanna Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,16,66616,Vivillon,Sun Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,17,66617,Vivillon,Ocean Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,18,66618,Vivillon,Jungle Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,19,66619,Vivillon,Fancy Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
666,20,66620,Vivillon,Poké Ball Pattern,Bug,Flying,,White,Shield Dust,Compound Eyes,Friend Guard,6,0,0,1.2,17,80,52,50,90,50,89,411
667,1,66701,Litleo,,Fire,Normal,,Brown,Rivalry,Unnerve,Moxie,6,0,0,0.6,13.5,62,50,58,73,54,72,369
668,1,66801,Pyroar,,Fire,Normal,,Brown,Rivalry,Unnerve,Moxie,6,0,0,1.5,81.5,86,68,72,109,66,106,507
669,1,66901,Flabébé,Red Flower,Fairy,,,Red,Flower Veil,,Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303
669,2,66902,Flabébé,Yellow Flower,Fairy,,,Yellow,Flower Veil,,Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303
669,3,66903,Flabébé,Orange Flower,Fairy,,,Orange,Flower Veil,,Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303
669,4,66904,Flabébé,Blue Flower,Fairy,,,Blue,Flower Veil,,Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303
669,5,66905,Flabébé,White Flower,Fairy,,,White,Flower Veil,,Symbiosis,6,0,0,0.1,0.1,44,38,39,61,79,42,303
670,1,67001,Floette,Red Flower,Fairy,,,Red,Flower Veil,,Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371
670,2,67002,Floette,Yellow Flower,Fairy,,,Yellow,Flower Veil,,Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371
670,3,67003,Floette,Orange Flower,Fairy,,,Orange,Flower Veil,,Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371
670,4,67004,Floette,Blue Flower,Fairy,,,Blue,Flower Veil,,Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371
670,5,67005,Floette,White Flower,Fairy,,,White,Flower Veil,,Symbiosis,6,0,0,0.2,0.9,54,45,47,75,98,52,371
671,1,67101,Florges,Red Flower,Fairy,,,Red,Flower Veil,,Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552
671,2,67102,Florges,Yellow Flower,Fairy,,,Yellow,Flower Veil,,Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552
671,3,67103,Florges,Orange Flower,Fairy,,,Orange,Flower Veil,,Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552
671,4,67104,Florges,Blue Flower,Fairy,,,Blue,Flower Veil,,Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552
671,5,67105,Florges,White Flower,Fairy,,,White,Flower Veil,,Symbiosis,6,0,0,1.1,10,78,65,68,112,154,75,552
672,1,67201,Skiddo,,Grass,,,Brown,Sap Sipper,,Grass Pelt,6,0,0,0.9,31,66,65,48,62,57,52,350
673,1,67301,Gogoat,,Grass,,,Brown,Sap Sipper,,Grass Pelt,6,0,0,1.7,91,123,100,62,97,81,68,531
674,1,67401,Pancham,,Fighting,,,White,Iron Fist,Mold Breaker,Scrappy,6,0,0,0.6,8,67,82,62,46,48,43,348
675,1,67501,Pangoro,,Fighting,Dark,,White,Iron Fist,Mold Breaker,Scrappy,6,0,0,2.1,136,95,124,78,69,71,58,495
676,1,67601,Furfrou,,Normal,,,White,Fur Coat,,,6,0,0,1.2,28,75,80,60,65,90,102,472
677,1,67701,Espurr,,Psychic,,,Grey,Keen Eye,Infiltrator,Own Tempo,6,0,0,0.3,3.5,62,48,54,63,60,68,355
678,1,67801,Meowstic M,,Psychic,,,Blue,Keen Eye,Infiltrator,Prankster,6,0,0,0.6,8.5,74,48,76,83,81,104,466
678,2,67802,Meowstic F,,Psychic,,,White,Keen Eye,Infiltrator,Competitive,6,0,0,0.6,8.5,74,48,76,83,81,104,466
679,1,67901,Honedge,,Steel,Ghost,,Brown,No Guard,,,6,0,0,0.8,2,45,80,100,35,37,28,325
680,1,68001,Doublade,,Steel,Ghost,,Brown,No Guard,,,6,0,0,0.8,4.5,59,110,150,45,49,35,448
681,1,68101,Aegislash,Shield Forme,Steel,Ghost,,Brown,Stance Change,,,6,0,0,1.7,53,60,50,140,50,140,60,500
681,2,68102,Aegislash,Blade Forme,Steel,Ghost,,Brown,Stance Change,,,6,0,0,1.7,53,60,140,50,140,50,60,500
682,1,68201,Spritzee,,Fairy,,,Pink,Healer,,Aroma Veil,6,0,0,0.2,0.5,78,52,60,63,65,23,341
683,1,68301,Aromatisse,,Fairy,,,Pink,Healer,,Aroma Veil,6,0,0,0.8,15.5,101,72,72,99,89,29,462
684,1,68401,Swirlix,,Fairy,,,White,Sweet Veil,,Unburden,6,0,0,0.4,3.5,62,48,66,59,57,49,341
685,1,68501,Slurpuff,,Fairy,,,White,Sweet Veil,,Unburden,6,0,0,0.8,5,82,80,86,85,75,72,480
686,1,68601,Inkay,,Dark,Psychic,,Blue,Contrary,Suction Cups,Infiltrator,6,0,0,0.4,3.5,53,54,53,37,46,45,288
687,1,68701,Malamar,,Dark,Psychic,,Blue,Contrary,Suction Cups,Infiltrator,6,0,0,1.5,47,86,92,88,68,75,73,482
688,1,68801,Binacle,,Rock,Water,,Brown,Tough Claws,Sniper,Pickpocket,6,0,0,0.5,31,42,52,67,39,56,50,306
689,1,68901,Barbaracle,,Rock,Water,,Brown,Tough Claws,Sniper,Pickpocket,6,0,0,1.3,96,72,105,115,54,86,68,500
690,1,69001,Skrelp,,Poison,Water,,Brown,Poison Point,Poison Touch,Adaptability,6,0,0,0.5,7.3,50,60,60,60,60,30,320
691,1,69101,Dragalge,,Poison,Dragon,,Brown,Poison Point,Poison Touch,Adaptability,6,0,0,1.8,81.5,65,75,90,97,123,44,494
692,1,69201,Clauncher,,Water,,,Blue,Mega Launcher,,,6,0,0,0.5,8.3,50,53,62,58,63,44,330
693,1,69301,Clawitzer,,Water,,,Blue,Mega Launcher,,,6,0,0,1.3,35.3,71,73,88,120,89,59,500
694,1,69401,Helioptile,,Electric,Normal,,Yellow,Dry Skin,Sand Veil,Solar Power,6,0,0,0.5,6,44,38,33,61,43,70,289
695,1,69501,Heliolisk,,Electric,Normal,,Yellow,Dry Skin,Sand Veil,Solar Power,6,0,0,1,21,62,55,52,109,94,109,481
696,1,69601,Tyrunt,,Rock,Dragon,,Brown,Strong Jaw,,Sturdy,6,0,0,0.8,26,58,89,77,45,45,48,362
697,1,69701,Tyrantrum,,Rock,Dragon,,Red,Strong Jaw,,Rock Head,6,0,0,2.5,270,82,121,119,69,59,71,521
698,1,69801,Amaura,,Rock,Ice,,Blue,Refrigerate,,Snow Warning,6,0,0,1.3,25.2,77,59,50,67,63,46,362
699,1,69901,Aurorus,,Rock,Ice,,Blue,Refrigerate,,Snow Warning,6,0,0,2.7,225,123,77,72,99,92,58,521
700,1,70001,Sylveon,,Fairy,,,Pink,Cute Charm,,Pixilate,6,0,0,1,23.5,95,65,65,110,130,60,525
701,1,70101,Hawlucha,,Fighting,Flying,,Green,Limber,Unburden,Mold Breaker,6,0,0,0.8,21.5,78,92,75,74,63,118,500
702,1,70201,Dedenne,,Electric,Fairy,,Yellow,Cheek Pouch,Pickup,Plus,6,0,0,0.2,2.2,67,58,57,81,67,101,431
703,1,70301,Carbink,,Rock,Fairy,,Grey,Clear Body,,Sturdy,6,0,0,0.3,5.7,50,50,150,50,150,50,500
704,1,70401,Goomy,,Dragon,,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,0.3,2.8,45,50,35,55,75,40,300
705,1,70501,Sliggoo,Kalosian,Dragon,,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,0.8,17.5,68,75,53,83,113,60,452
705,2,70502,Sliggoo,Hisuian,Steel,Dragon,,White,Sap Sipper,Shell Armor,Gooey,8,0,0,0.7,68.5,58,75,83,83,113,40,452
706,1,70601,Goodra,Kalosian,Dragon,,,Purple,Sap Sipper,Hydration,Gooey,6,0,0,2,150.5,90,100,70,110,150,80,600
706,2,70602,Goodra,Hisuian,Steel,Dragon,,Purple,Sap Sipper,Shell Armor,Gooey,8,0,0,1.7,334.1,80,100,100,110,150,60,600
707,1,70701,Klefki,,Steel,Fairy,,Grey,Prankster,,Magician,6,0,0,0.2,3,57,80,91,80,87,75,470
708,1,70801,Phantump,,Ghost,Grass,,Brown,Natural Cure,Frisk,Harvest,6,0,0,0.4,7,43,70,48,50,60,38,309
709,1,70901,Trevenant,,Ghost,Grass,,Brown,Natural Cure,Frisk,Harvest,6,0,0,1.5,71,85,110,76,65,82,56,474
710,1,71001,Pumpkaboo,Small Size,Ghost,Grass,,Brown,Pickup,Frisk,Insomnia,6,0,0,0.3,3.5,49,66,70,44,55,51,335
710,2,71002,Pumpkaboo,Average Size,Ghost,Grass,,Brown,Pickup,Frisk,Insomnia,6,0,0,0.4,5,44,66,70,44,55,56,335
710,3,71003,Pumpkaboo,Large Size,Ghost,Grass,,Brown,Pickup,Frisk,Insomnia,6,0,0,0.5,7.5,54,66,70,44,55,46,335
710,4,71004,Pumpkaboo,Super Size,Ghost,Grass,,Brown,Pickup,Frisk,Insomnia,6,0,0,0.8,15,59,66,70,44,55,41,335
711,1,71101,Gourgeist,Small Size,Ghost,Grass,,Brown,Pickup,Frisk,Insomnia,6,0,0,0.7,9.5,65,90,122,58,75,84,494
711,2,71102,Gourgeist,Average Size,Ghost,Grass,,Brown,Pickup,Frisk,Insomnia,6,0,0,0.9,12.5,55,85,122,58,75,99,494
711,3,71103,Gourgeist,Large Size,Ghost,Grass,,Brown,Pickup,Frisk,Insomnia,6,0,0,1.1,14,75,95,122,58,75,69,494
711,4,71104,Gourgeist,Super Size,Ghost,Grass,,Brown,Pickup,Frisk,Insomnia,6,0,0,1.7,39,85,100,122,58,75,54,494
712,1,71201,Bergmite,,Ice,,,Blue,Own Tempo,Ice Body,Sturdy,6,0,0,1,99.5,55,69,85,32,35,28,304
713,1,71301,Avalugg,Kalosian,Ice,,,Blue,Own Tempo,Ice Body,Sturdy,6,0,0,2,505,95,117,184,44,46,28,514
713,2,71302,Avalugg,Hisuian,Ice,Rock,,Blue,Strong Jaw,Ice Body,Sturdy,8,0,0,1.4,262.4,95,127,184,34,36,38,514
714,1,71401,Noibat,,Flying,Dragon,,Purple,Frisk,Infiltrator,Telepathy,6,0,0,0.5,8,40,30,35,45,40,55,245
715,1,71501,Noivern,,Flying,Dragon,,Purple,Frisk,Infiltrator,Telepathy,6,0,0,1.5,85,85,70,80,97,80,123,535
716,1,71601,Xerneas,,Fairy,,,Blue,Fairy Aura,,,6,1,0,3,215,126,131,95,131,98,99,680
717,1,71701,Yveltal,,Dark,Flying,,Red,Dark Aura,,,6,1,0,5.8,203,126,131,95,131,98,99,680
718,1,71801,Zygarde,50% Forme,Dragon,Ground,,Green,Aura Break,Power Construct,,6,1,0,5,305,108,100,121,81,95,95,600
718,2,71802,Zygarde,10% Forme,Dragon,Ground,,Black,Aura Break,Power Construct,,6,1,0,1.2,33.5,54,100,71,61,85,115,486
718,3,71803,Zygarde,Complete Forme,Dragon,Ground,,Black,Power Construct,,,6,1,0,4.5,610,216,100,121,91,95,85,708
719,1,71901,Diancie,,Rock,Fairy,,Pink,Clear Body,,,6,1,0,0.7,8.8,50,100,150,100,150,50,600
719,2,71902,Diancie,Mega Diancie,Rock,Fairy,,Pink,Magic Bounce,,,6,1,1,1.1,27.8,50,160,110,160,110,110,700
720,1,72001,Hoopa,Confined,Psychic,Ghost,,Purple,Magician,,,6,1,0,0.5,9,80,110,60,150,130,70,600
720,2,72002,Hoopa,Unbound,Psychic,Dark,,Purple,Magician,,,6,1,0,6.5,490,80,160,60,170,130,80,680
721,1,72101,Volcanion,,Fire,Water,,Brown,Water Absorb,,,6,1,0,1.7,195,80,110,120,130,90,70,600
722,1,72201,Rowlet,,Grass,Flying,,Brown,Overgrow,,Long Reach,7,0,0,0.3,1.5,68,55,55,50,50,42,320
723,1,72301,Dartrix,,Grass,Flying,,Brown,Overgrow,,Long Reach,7,0,0,0.7,16,78,75,75,70,70,52,420
724,1,72401,Decidueye,Alolan,Grass,Ghost,,Brown,Overgrow,,Long Reach,7,0,0,1.6,36.6,78,107,75,100,100,70,530
724,2,72402,Decidueye,Hisuian,Grass,Fighting,,Brown,Overgrow,,Scrappy,8,0,0,1.6,37,88,112,80,95,95,60,530
725,1,72501,Litten,,Fire,,,Red,Blaze,,Intimidate,7,0,0,0.4,4.3,45,65,40,60,40,70,320
726,1,72601,Torracat,,Fire,,,Red,Blaze,,Intimidate,7,0,0,0.7,25,65,85,50,80,50,90,420
727,1,72701,Incineroar,,Fire,Dark,,Red,Blaze,,Intimidate,7,0,0,1.8,83,95,115,90,80,90,60,530
728,1,72801,Popplio,,Water,,,Blue,Torrent,,Liquid Voice,7,0,0,0.4,7.5,50,54,54,66,56,40,320
729,1,72901,Brionne,,Water,,,Blue,Torrent,,Liquid Voice,7,0,0,0.6,17.5,60,69,69,91,81,50,420
730,1,73001,Primarina,,Water,Fairy,,Blue,Torrent,,Liquid Voice,7,0,0,1.8,44,80,74,74,126,116,60,530
731,1,73101,Pikipek,,Normal,Flying,,Black,Keen Eye,Skill Link,Pickup,7,0,0,0.3,1.2,35,75,30,30,30,65,265
732,1,73201,Trumbeak,,Normal,Flying,,Black,Keen Eye,Skill Link,Pickup,7,0,0,0.6,14.8,55,85,50,40,50,75,355
733,1,73301,Toucannon,,Normal,Flying,,Black,Keen Eye,Skill Link,Sheer Force,7,0,0,1.1,26,80,120,75,75,75,60,485
734,1,73401,Yungoos,,Normal,,,Brown,Stakeout,Strong Jaw,Adaptability,7,0,0,0.4,6,48,70,30,30,30,45,253
735,1,73501,Gumshoos,,Normal,,,Brown,Stakeout,Strong Jaw,Adaptability,7,0,0,0.7,14.2,88,110,60,55,60,45,418
736,1,73601,Grubbin,,Bug,,,Grey,Swarm,,,7,0,0,0.4,4.4,47,62,45,55,45,46,300
737,1,73701,Charjabug,,Bug,Electric,,Green,Battery,,,7,0,0,0.5,10.5,57,82,95,55,75,36,400
738,1,73801,Vikavolt,,Bug,Electric,,Blue,Levitate,,,7,0,0,1.5,45,77,70,90,145,75,43,500
739,1,73901,Crabrawler,,Fighting,,,Purple,Hyper Cutter,Iron Fist,Anger Point,7,0,0,0.6,7,47,82,57,42,47,63,338
740,1,74001,Crabominable,,Fighting,Ice,,White,Hyper Cutter,Iron Fist,Anger Point,7,0,0,1.7,180,97,132,77,62,67,43,478
741,1,74101,Oricorio,Baile Style,Fire,Flying,,Red,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476
741,2,74102,Oricorio,Pom-pom Style,Electric,Flying,,Yellow,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476
741,3,74103,Oricorio,Pa'u Style,Psychic,Flying,,Pink,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476
741,4,74104,Oricorio,Sensu Style,Ghost,Flying,,Purple,Dancer,,,7,0,0,0.6,3.4,75,70,70,98,70,93,476
742,1,74201,Cutiefly,,Bug,Fairy,,Yellow,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.1,0.2,40,45,40,55,40,84,304
743,1,74301,Ribombee,,Bug,Fairy,,Yellow,Honey Gather,Shield Dust,Sweet Veil,7,0,0,0.2,0.5,60,55,60,95,70,124,464
744,1,74401,Rockruff,,Rock,,,Brown,Keen Eye,Vital Spirit,Steadfast,7,0,0,0.5,9.2,45,65,40,30,40,60,280
744,2,74402,Rockruff,,Rock,,,Brown,Own Tempo,,,7,0,0,0.5,9.2,45,65,40,30,40,60,280
745,1,74501,Lycanroc,Midday,Rock,,,Brown,Keen Eye,Sand Rush,Steadfast,7,0,0,0.8,25,75,115,65,55,65,112,487
745,2,74502,Lycanroc,Midnight,Rock,,,Red,Keen Eye,Vital Spirit,No Guard,7,0,0,1.1,25,85,115,75,55,75,82,487
745,3,74503,Lycanroc,Dusk,Rock,,,Brown,Tough Claws,,,7,0,0,0.8,25,75,117,65,55,65,110,487
746,1,74601,Wishiwashi,Solo,Water,,,Blue,Schooling,,,7,0,0,0.2,0.3,45,20,20,25,25,40,175
746,2,74602,Wishiwashi,School,Water,,,Blue,Schooling,,,7,0,0,8.2,78.6,45,140,130,140,135,30,620
747,1,74701,Mareanie,,Poison,Water,,Blue,Merciless,Limber,Regenerator,7,0,0,0.4,8,50,53,62,43,52,45,305
748,1,74801,Toxapex,,Poison,Water,,Blue,Merciless,Limber,Regenerator,7,0,0,0.7,14.5,50,63,152,53,142,35,495
749,1,74901,Mudbray,,Ground,,,Brown,Own Tempo,Stamina,Inner Focus,7,0,0,1,110,70,100,70,45,55,45,385
750,1,75001,Mudsdale,,Ground,,,Brown,Own Tempo,Stamina,Inner Focus,7,0,0,2.5,920,100,125,100,55,85,35,500
751,1,75101,Dewpider,,Water,Bug,,Green,Water Bubble,,Water Absorb,7,0,0,0.3,4,38,40,52,40,72,27,269
752,1,75201,Araquanid,,Water,Bug,,Green,Water Bubble,,Water Absorb,7,0,0,1.8,82,68,70,92,50,132,42,454
753,1,75301,Fomantis,,Grass,,,Pink,Leaf Guard,,Contrary,7,0,0,0.3,1.5,40,55,35,50,35,35,250
754,1,75401,Lurantis,,Grass,,,Pink,Leaf Guard,,Contrary,7,0,0,0.9,18.5,70,105,90,80,90,45,480
